OrderID,OrderDate,CustomerID,EmployeeID,ShipperID,ProductID,Sales,Costs,Profit,Quantity,Discount,Freight
10970,6/20/19,CST8,EMP4,1,52,3659.04,2689.39,969.65,40,609.84,50.83
10331,1/11/19,CST9,EMP5,1,54,569.55,492.09,77.46,15,0,70.49
10715,1/18/19,CST9,EMP5,1,10,137.76,111.59,26.17,21,0,72.7
10715,1/18/19,CST9,EMP5,1,71,953.7,772.5,181.2,30,0,72.7
10876,11/5/19,CST9,EMP4,1,46,256.83,226.52,30.31,21,0,26.13
10876,11/5/19,CST9,EMP4,1,64,717.2,639.62,77.58,20,0,26.13
11076,8/18/19,CST9,EMP5,1,6,95.5,69.45,26.05,20,19.1,58.43
11076,8/18/19,CST9,EMP5,1,14,623.25,439.77,183.48,20,124.65,58.43
11076,8/18/19,CST9,EMP5,1,19,122.25,86.26,35.99,10,24.45,58.43
10410,4/6/21,CST10,EMP1,3,33,1272.04,1053.25,218.79,49,0,25.49
10410,4/6/21,CST10,EMP1,3,59,149.12,123.47,25.65,16,0,25.49
10411,3/6/20,CST10,EMP1,3,41,277.2,191.27,85.93,25,46.2,61.5
10411,3/6/20,CST10,EMP1,3,44,3298.56,2276.01,1022.55,40,549.76,61.5
10411,3/6/20,CST10,EMP1,3,59,98.93,68.26,30.67,9,16.49,61.5
10949,3/9/20,CST10,EMP1,3,6,48.6,42.87,5.73,12,0,31.41
10949,3/9/20,CST10,EMP1,3,10,194.4,171.46,22.94,30,0,31.41
10949,3/9/20,CST10,EMP1,3,17,164.16,144.79,19.37,6,0,31.41
10949,3/9/20,CST10,EMP1,3,62,1655.4,1460.06,195.34,60,0,31.41
11027,7/12/19,CST10,EMP1,3,24,179.63,126.74,52.88,30,35.92,45.87
11027,7/12/19,CST10,EMP1,3,62,754.95,589.62,165.33,21,150.99,45.87
11045,7/19/19,CST10,EMP1,3,33,375.3,331.01,44.29,15,0,42.4
11045,7/19/19,CST10,EMP1,3,51,2461.2,2170.78,290.42,24,0,42.4
11048,7/20/19,CST10,EMP1,3,68,483.84,426.75,57.09,42,0,41.68
10471,6/7/21,CST11,EMP2,2,7,1192.2,1023.52,168.68,30,0,26.66
10471,6/7/21,CST11,EMP2,2,56,796.4,659.42,136.98,20,0,26.66
10578,1/19/19,CST11,EMP3,2,35,129.4,104.81,24.59,20,0,61.67
10578,1/19/19,CST11,EMP3,2,57,117.78,100.15,17.63,6,0,61.67
10599,10/10/18,CST11,EMP9,2,62,305.1,247.13,57.97,10,0,71.49
10947,12/9/19,CST11,EMP3,2,59,33.12,29.21,3.91,4,0,48.47
10521,8/25/21,CST12,EMP2,2,35,18.72,15.5,3.22,3,0,49.83
10521,8/25/21,CST12,EMP2,2,41,96.3,79.74,16.56,10,0,49.83
10521,8/25/21,CST12,EMP2,2,68,76.68,63.49,13.19,6,0,49.83
10782,9/12/18,CST12,EMP9,2,31,8.19,6.63,1.56,1,0,42.38
10819,9/3/19,CST12,EMP2,2,43,79.59,64.47,15.12,7,0,42.97
10819,9/3/19,CST12,EMP2,2,75,145.6,117.94,27.66,20,0,42.97
10881,11/7/19,CST12,EMP3,2,73,11.9,10.5,1.4,10,0,43.45
10937,8/6/19,CST12,EMP9,2,28,397.28,350.4,46.88,8,0,49.25
10937,8/6/19,CST12,EMP9,2,34,154.2,136,18.2,20,0,49.25
11054,7/24/19,CST12,EMP9,2,33,238.4,210.27,28.13,10,0,66.77
11054,7/24/19,CST12,EMP9,2,67,1090.6,961.91,128.69,20,0,66.77
10259,10/14/21,CST13,EMP3,2,21,101.4,87.61,13.79,10,0,30.11
10259,10/14/21,CST13,EMP3,2,37,4.37,3.78,0.59,1,0,30.11
11083,2/15/19,CST14,EMP6,1,9,194.5,171.55,22.95,5,0,44.5
11083,2/15/19,CST14,EMP6,1,21,149.25,131.64,17.61,15,0,44.5
11083,2/15/19,CST14,EMP6,1,22,52.5,46.31,6.2,15,0,44.5
11083,2/15/19,CST14,EMP6,1,24,236.25,198.45,37.8,50,11.25,44.5
11083,2/15/19,CST14,EMP6,1,33,76.5,67.47,9.03,3,0,44.5
11083,2/15/19,CST14,EMP6,1,37,31.5,27.78,3.72,7,0,44.5
11083,2/15/19,CST14,EMP6,1,42,156.5,138.03,18.47,10,0,44.5
11083,2/15/19,CST14,EMP6,1,47,127.5,112.46,15.05,5,0,44.5
11083,2/15/19,CST14,EMP6,1,51,308.69,264.34,44.36,3,8.99,44.5
11083,2/15/19,CST14,EMP6,1,62,124.8,105.84,18.96,5,4.8,44.5
10466,6/2/21,CST15,EMP2,2,11,257.3,217.89,39.41,10,0,77.44
10466,6/2/21,CST15,EMP2,2,46,59.25,49.06,10.19,5,0,77.44
10494,6/29/21,CST15,EMP9,2,56,1061.1,878.59,182.51,30,0,26.06
10969,12/19/19,CST15,EMP9,2,46,117.63,103.75,13.88,9,0,34.54
10435,5/31/21,CST16,EMP2,2,2,200.5,166.01,34.49,10,0,29.06
10435,5/31/21,CST16,EMP2,2,22,45,37.26,7.74,12,0,29.06
10435,5/31/21,CST16,EMP2,2,72,126,104.33,21.67,10,0,29.06
10462,7/27/21,CST16,EMP3,2,13,27.09,22.43,4.66,1,0,70.53
10462,7/27/21,CST16,EMP3,2,23,178.5,156.15,22.35,21,0,70.53
10848,2/19/20,CST16,EMP3,2,5,184.8,162.99,21.81,30,0,64.28
10848,2/19/20,CST16,EMP3,2,9,120.96,106.69,14.27,3,0,64.28
10258,10/13/19,CST17,EMP7,2,2,1201.2,828.83,372.37,50,200.2,68.14
10258,10/13/19,CST17,EMP7,2,5,478.14,344.26,133.88,65,79.69,68.14
10258,10/13/19,CST17,EMP7,2,32,139.32,100.31,39.01,6,23.22,68.14
10264,10/19/18,CST17,EMP7,2,2,719.25,621.43,97.82,35,0,54.09
10264,10/19/18,CST17,EMP7,2,41,274.56,211.52,63.04,25,35.81,54.09
10363,5/21/19,CST17,EMP8,2,31,186,174.01,11.99,20,0,36.54
10363,5/21/19,CST17,EMP8,2,75,96.72,83.57,13.15,12,0,36.54
10363,5/21/19,CST17,EMP8,2,76,5190.36,4735.04,455.32,12,0,36.54
10391,3/19/18,CST17,EMP8,2,13,416.16,345.24,70.92,18,0,38.41
10538,10/11/19,CST17,EMP7,2,70,212.52,172.14,40.38,7,0,28.79
10538,10/11/19,CST17,EMP7,2,72,11.58,9.38,2.2,1,0,28.79
10547,9/18/18,CST17,EMP7,2,32,492.38,346.81,145.57,24,64.22,72.72
10547,9/18/18,CST17,EMP7,2,36,514.8,416.99,97.81,60,0,72.72
10603,10/13/18,CST17,EMP8,2,22,159.84,129.47,30.37,48,0,28.49
10603,10/13/18,CST17,EMP8,2,49,507.41,391.43,115.98,25,24.16,28.49
10706,8/11/18,CST17,EMP8,2,16,179.2,145.15,34.05,20,0,43.08
10706,8/11/18,CST17,EMP8,2,43,281.76,228.23,53.53,24,0,43.08
10706,8/11/18,CST17,EMP8,2,59,68.24,55.27,12.97,8,0,43.08
10735,2/5/19,CST17,EMP7,2,61,570.46,420.07,150.39,20,51.86,42.52
10735,2/5/19,CST17,EMP7,2,77,27.61,20.33,7.28,2,2.51,42.52
10776,3/10/19,CST17,EMP7,2,31,133.56,110.56,23,16,6.36,45.01
10776,3/10/19,CST17,EMP7,2,42,186.73,144.05,42.68,12,8.89,45.01
10776,3/10/19,CST17,EMP7,2,45,258.27,199.24,59.03,27,12.3,45.01
10776,3/10/19,CST17,EMP7,2,51,11665.08,8998.78,2666.3,120,555.48,45.01
10793,3/19/19,CST17,EMP8,2,41,125.86,101.95,23.91,14,0,66.11
10793,3/19/19,CST17,EMP8,2,52,675.92,547.5,128.42,8,0,66.11
10797,3/21/20,CST17,EMP8,2,11,584.2,473.2,111,20,0,79.24
10824,4/4/19,CST17,EMP7,2,41,104.4,92.08,12.32,12,0,26.47
10824,4/4/19,CST17,EMP7,2,70,278.91,263.49,15.42,9,0,26.47
10825,10/5/19,CST17,EMP8,2,26,342.6,302.17,40.43,12,0,60.79
10825,10/5/19,CST17,EMP8,2,53,1328.8,1172,156.8,20,0,60.79
10827,7/8/19,CST17,EMP7,2,10,99.3,87.58,11.72,15,0,59.59
10827,7/8/19,CST17,EMP7,2,39,1141.98,1007.23,134.75,21,0,59.59
10894,11/14/19,CST17,EMP7,2,13,682.96,606.91,76.05,28,32.52,42.05
10894,11/14/19,CST17,EMP7,2,69,113.4,95.26,18.14,50,5.4,42.05
10894,11/14/19,CST17,EMP7,2,75,1064.7,894.35,170.35,120,50.7,42.05
10916,7/23/19,CST17,EMP8,2,16,60.66,53.5,7.16,6,0,72.45
10916,7/23/19,CST17,EMP8,2,32,123.54,108.96,14.58,6,0,72.45
10916,7/23/19,CST17,EMP8,2,57,381.6,336.57,45.03,20,0,72.45
11008,7/4/19,CST17,EMP7,2,28,3123.01,2623.33,499.68,70,148.72,39.69
11008,7/4/19,CST17,EMP7,2,34,771.12,647.74,123.38,90,36.72,39.69
11008,7/4/19,CST17,EMP7,2,71,617.4,544.55,72.85,21,0,39.69
11036,8/16/19,CST17,EMP8,2,13,175.07,154.41,20.66,7,0,46.78
11036,8/16/19,CST17,EMP8,2,59,247.8,218.56,29.24,30,0,46.78
11067,8/2/19,CST17,EMP8,2,41,84.06,74.14,9.92,9,0,32.88
10311,12/16/19,CST18,EMP6,1,42,89.58,77.4,12.18,6,0,22.76
10311,12/16/19,CST18,EMP6,1,69,13.86,11.98,1.89,7,0,22.76
10609,9/19/18,CST18,EMP6,1,1,55.5,44.95,10.55,3,0,52.39
10609,9/19/18,CST18,EMP6,1,10,65.7,53.22,12.48,10,0,52.39
10609,9/19/18,CST18,EMP6,1,21,64.14,51.95,12.19,6,0,52.39
10683,12/21/18,CST18,EMP6,1,52,688.41,557.61,130.8,9,0,47.1
10890,7/12/19,CST18,EMP6,1,17,347.55,306.54,41.01,15,0,57.94
10890,7/12/19,CST18,EMP6,1,34,80.3,74.4,5.9,10,0,57.94
